"RowName","Category","DisplayName","IconAssetName","IconFolder","IconAssetPath","PickupMeshAssetName","PickupMeshFolder","PickupMeshAssetPath"
"Scrap_BatteryShell","Junk","Battery Cell","T_Item_Scrap_BatteryShell_Icon","/Game/Gercek/Items/Icons/Junk","/Game/Gercek/Items/Icons/Junk/T_Item_Scrap_BatteryShell_Icon.T_Item_Scrap_BatteryShell_Icon","SM_Item_Scrap_BatteryShell_Pickup","/Game/Gercek/Items/Meshes/Junk","/Game/Gercek/Items/Meshes/Junk/SM_Item_Scrap_BatteryShell_Pickup.SM_Item_Scrap_BatteryShell_Pickup"
"Scrap_BoltPack","Junk","Bolt Box","T_Item_Scrap_BoltPack_Icon","/Game/Gercek/Items/Icons/Junk","/Game/Gercek/Items/Icons/Junk/T_Item_Scrap_BoltPack_Icon.T_Item_Scrap_BoltPack_Icon","SM_Item_Scrap_BoltPack_Pickup","/Game/Gercek/Items/Meshes/Junk","/Game/Gercek/Items/Meshes/Junk/SM_Item_Scrap_BoltPack_Pickup.SM_Item_Scrap_BoltPack_Pickup"
"Scrap_BrokenFanMotor","Junk","Broken Fan Motor","T_Item_Scrap_BrokenFanMotor_Icon","/Game/Gercek/Items/Icons/Junk","/Game/Gercek/Items/Icons/Junk/T_Item_Scrap_BrokenFanMotor_Icon.T_Item_Scrap_BrokenFanMotor_Icon","SM_Item_Scrap_BrokenFanMotor_Pickup","/Game/Gercek/Items/Meshes/Junk","/Game/Gercek/Items/Meshes/Junk/SM_Item_Scrap_BrokenFanMotor_Pickup.SM_Item_Scrap_BrokenFanMotor_Pickup"
"Scrap_BrokenRadio","Junk","Broken Radio","T_Item_Scrap_BrokenRadio_Icon","/Game/Gercek/Items/Icons/Junk","/Game/Gercek/Items/Icons/Junk/T_Item_Scrap_BrokenRadio_Icon.T_Item_Scrap_BrokenRadio_Icon","SM_Item_Scrap_BrokenRadio_Pickup","/Game/Gercek/Items/Meshes/Junk","/Game/Gercek/Items/Meshes/Junk/SM_Item_Scrap_BrokenRadio_Pickup.SM_Item_Scrap_BrokenRadio_Pickup"
"Scrap_BrokenToaster","Junk","Broken Toaster","T_Item_Scrap_BrokenToaster_Icon","/Game/Gercek/Items/Icons/Junk","/Game/Gercek/Items/Icons/Junk/T_Item_Scrap_BrokenToaster_Icon.T_Item_Scrap_BrokenToaster_Icon","SM_Item_Scrap_BrokenToaster_Pickup","/Game/Gercek/Items/Meshes/Junk","/Game/Gercek/Items/Meshes/Junk/SM_Item_Scrap_BrokenToaster_Pickup.SM_Item_Scrap_BrokenToaster_Pickup"
"Scrap_BurnedFuse","Junk","Burned Fuse","T_Item_Scrap_BurnedFuse_Icon","/Game/Gercek/Items/Icons/Junk","/Game/Gercek/Items/Icons/Junk/T_Item_Scrap_BurnedFuse_Icon.T_Item_Scrap_BurnedFuse_Icon","SM_Item_Scrap_BurnedFuse_Pickup","/Game/Gercek/Items/Meshes/Junk","/Game/Gercek/Items/Meshes/Junk/SM_Item_Scrap_BurnedFuse_Pickup.SM_Item_Scrap_BurnedFuse_Pickup"
"Scrap_CircuitBoard","Junk","Circuit Board","T_Item_Scrap_CircuitBoard_Icon","/Game/Gercek/Items/Icons/Junk","/Game/Gercek/Items/Icons/Junk/T_Item_Scrap_CircuitBoard_Icon.T_Item_Scrap_CircuitBoard_Icon","SM_Item_Scrap_CircuitBoard_Pickup","/Game/Gercek/Items/Meshes/Junk","/Game/Gercek/Items/Meshes/Junk/SM_Item_Scrap_CircuitBoard_Pickup.SM_Item_Scrap_CircuitBoard_Pickup"
"Scrap_EmptyCan","Junk","Empty Can","T_Item_Scrap_EmptyCan_Icon","/Game/Gercek/Items/Icons/Junk","/Game/Gercek/Items/Icons/Junk/T_Item_Scrap_EmptyCan_Icon.T_Item_Scrap_EmptyCan_Icon","SM_Item_Scrap_EmptyCan_Pickup","/Game/Gercek/Items/Meshes/Junk","/Game/Gercek/Items/Meshes/Junk/SM_Item_Scrap_EmptyCan_Pickup.SM_Item_Scrap_EmptyCan_Pickup"
"Scrap_Gear","Junk","Gear","T_Item_Scrap_Gear_Icon","/Game/Gercek/Items/Icons/Junk","/Game/Gercek/Items/Icons/Junk/T_Item_Scrap_Gear_Icon.T_Item_Scrap_Gear_Icon","SM_Item_Scrap_Gear_Pickup","/Game/Gercek/Items/Meshes/Junk","/Game/Gercek/Items/Meshes/Junk/SM_Item_Scrap_Gear_Pickup.SM_Item_Scrap_Gear_Pickup"
"Scrap_IronPipe","Junk","IronPipe","T_Item_Scrap_IronPipe_Icon","/Game/Gercek/Items/Icons/Junk","/Game/Gercek/Items/Icons/Junk/T_Item_Scrap_IronPipe_Icon.T_Item_Scrap_IronPipe_Icon","SM_Item_Scrap_IronPipe_Pickup","/Game/Gercek/Items/Meshes/Junk","/Game/Gercek/Items/Meshes/Junk/SM_Item_Scrap_IronPipe_Pickup.SM_Item_Scrap_IronPipe_Pickup"
